,Word
379,aangebleven
380,aangeblikt
381,aangeboden
382,aangebodene
383,aangebonden
384,aangeboord
385,aangeboorde
386,aangeboren
387,aangebotst
388,aangebouwd
389,aangebouwde
390,aangebracht
391,aangebraden
392,aangebrand
393,aangebrande
394,aangebreid
395,aangebreide
396,aangebroken
397,aangedaan
398,aangedamd
399,aangedamde
400,aangedane
401,aangedanen
402,aangediend
403,aangediende
404,aangedijkt
405,aangedijkte
406,aangedikt
407,aangedikte
408,aangedraafd
409,aangedraaid
410,aangedragen
411,aangedreven
412,aangedrukt
413,aangedrukte
414,aangeduid
415,aangeduide
416,aangedurfd
417,aangedurfde
418,aangeduwd
419,aangeduwde
420,aangedweild
421,aangeef
422,aangeefster
423,aangeeft
424,aangefietst
425,aangeflitst
426,aangefloept
427,aangefloten
428,aangefokt
429,aangefokte
430,aangefruit
431,aangefruite
432,aangegaan
433,aangegaapt
434,aangegaapte
435,aangegane
436,aangegespt
437,aangegespte
438,aangegeven
439,aangegierd
440,aangegloeid
441,aangegooid
442,aangegord
443,aangegoten
444,aangegraven
445,aangegrepen
446,aangegroeid
447,aangehaakt
448,aangehaakte
449,aangehaald
450,aangehaalde
451,aangehad
452,aangehangen
453,aangehard
454,aangeharde
455,aangeharkt
456,aangeharkte
457,aangehecht
458,aangehechte
459,aangeheven
460,aangehikt
461,aangehinkt
462,aangehitst
463,aangehitste
464,aangehold
465,aangehoord
466,aangehoorde
467,aangehouden
468,aangehuwd
469,aangehuwde
470,aangejaagd
471,aangejaagde
472,aangekaart
473,aangekaarte
474,aangekakt
475,aangekalkt
476,aangekant
477,aangekapt
478,aangekapte
479,aangekeken
480,aangeklaagd
481,aangeklampt
482,aangeklede
483,aangekleden
484,aangekleed
485,aangekleefd
486,aangeklemd
487,aangeklemde
488,aangeklikt
489,aangeklooid
490,aangeklopt
491,aangeklost
492,aangeknipt
493,aangeknipte
494,aangeknoeid
495,aangeknoopt
496,aangekocht
497,aangekochte
498,aangekoekt
499,aangekoekte
500,aangekoerst
501,aangekomen
502,aangekorst
503,aangekorste
504,aangekregen
505,aangekruid
506,aangekruist
507,aangekund
508,aangekweekt
509,aangelachen
510,aangeladen
511,aangeland
512,aangelande
513,aangelanden
514,aangelangd
515,aangelapt
516,aangelast
517,aangelaste
518,aangeleerd
519,aangeleerde
520,aangelegd
521,aangelegde
522,aangelegen
523,aangelengd
524,aangelengde
525,aangeleund
526,aangeleunde
527,aangeleverd
528,aangelicht
529,aangelichte
530,aangelijmd
531,aangelijmde
532,aangelijnd
533,aangelijnde
534,aangeloerd
535,aangelokt
536,aangelokte
537,aangelopen
538,aangemaakt
539,aangemaakte
540,aangemaand
541,aangemaande
542,aangematigd
543,aangemeerd
544,aangemeerde
545,aangemeld
546,aangemelde
547,aangemengd
548,aangemengde
549,aangemerkt
550,aangemerkte
551,aangemeten
552,aangemoeten
553,aangemunt
554,aangemunte
555,aangenaaid
556,aangenaaide
557,aangenaam
558,aangenaams
559,aangenaamst
560,aangenageld
561,aangename
562,aangenamer
563,aangenamere
564,aangenomen
565,aangepakt
566,aangepakte
567,aangepapt
568,aangepast
569,aangepaste
570,aangepaster
571,aangepeesd
572,aangeperst
573,aangeperste
574,aangepikt
575,aangepikte
576,aangeplakt
577,aangeplakte
578,aangeplant
579,aangeplante
580,aangeplempt
581,aangeploegd
582,aangepoot
583,aangepord
584,aangepraat
585,aangeprate
586,aangepreekt
587,aangeprezen
588,aangeprikt
589,aangeprikte
590,aangepunt
591,aangepunte
592,aangeraakt
593,aangeraakte
594,aangeraasd
595,aangeraden
596,aangerand
597,aangerande
598,aangerecht
599,aangerechte
600,aangereden
601,aangeregen
602,aangereikt
603,aangereikte
604,aangerekend
605,aangerend
606,aangerende
607,aangericht
608,aangerichte
609,aangerijpt
610,aangerijpte
611,aangeroeid
612,aangeroepen
613,aangeroerd
614,aangeroerde
615,aangeroest
616,aangerold
617,aangerolde
618,aangerookte
619,aangerukt
620,aangerukte
621,aangeschaft
622,aangescheld
623,aangeschikt
624,aangeschopt
625,aangesjokt
626,aangesjord
627,aangesjorde
628,aangesjouwd
629,aangeslagen
630,aangesleept
631,aangeslepen
632,aangesleurd
633,aangeslibd
634,aangeslibde
635,aangesloft
636,aangeslopen
637,aangesloten
638,aangesmede
639,aangesmeed
640,aangesmeerd
641,aangesneden
642,aangesneld
643,aangesnelde
644,aangesnoerd
645,aangesnord
646,aangesp
647,aangespeeld
648,aangespeld
649,aangespelde
650,aangespen
651,aangespoed
652,aangespoeld
653,aangespoord
654,aangespt
655,aangespte
656,aangestaan
657,aangestaard
658,aangestampt
659,aangestapt
660,aangestapte
661,aangesteld
662,aangestelde
663,aangesterkt
664,aangesteven
665,aangesticht
666,aangestijfd
667,aangestikt
668,aangestikte
669,aangestipt
670,aangestipte
671,aangestoken
672,aangestookt
673,aangestoomd
674,aangestopt
675,aangestormd
676,aangestoten
677,aangestouwd
678,aangestoven
679,aangestrand
680,aangestrikt
681,aangestuurd
682,aangestuwd
683,aangetapt
684,aangetast
685,aangetaste
686,aangetegen
687,aangetekend
688,aangeteld
689,aangetikt
690,aangetikte
691,aangetogen
692,aangetoond
693,aangetoonde
694,aangetrapt
695,aangetrapte
696,aangetreden
697,aangetrouwd
698,aangetuurd
699,aangevallen
700,aangevangen
701,aangevaren
702,aangevat
703,aangeveegd
704,aangeveegde
705,aangeven
706,aangevend
707,aangevende
708,aangever
709,aangevers
710,aangevet
711,aangevezen
712,aangevijld
713,aangevinkt
714,aangevlamd
715,aangevlogen
716,aangevoegd
717,aangevoegde
718,aangevoeld
719,aangevoelde
720,aangevoerd
721,aangevoerde
722,aangevraagd
723,aangevreten
724,aangevuld
725,aangevulde
726,aangevuurd
727,aangevuurde
728,aangewaaid
729,aangewaaide
730,aangewassen
731,aangewend
732,aangewende
733,aangewerkt
734,aangewet
735,aangeweven
736,aangewezen
737,aangewezene
738,aangewipt
739,aangewonnen
740,aangeworpen
741,aangeworven
742,aangewreven
743,aangezakt
744,aangezand
745,aangezegd
746,aangezegde
747,aangezeild
748,aangezet
749,aangezeten
750,aangezette
751,aangezeuld
752,aangezicht
753,aangezien
754,aangezocht
755,aangezochte
756,aangezoet
757,aangezoete
758,aangezogen
759,aangezuurd
760,aangezuurde
761,aangezwaaid
762,aangezweefd
763,aangezweept
764,aangeërfd
765,aangeërfde
766,aangieren
767,aangiet
768,aangieten
769,aangifte
770,aangiften
771,aangiftes
772,aanging
773,aangingen
774,aangloeide
775,aangloeiden
776,aangloeien
777,aangluren
778,aangolfde
779,aangolft
780,aangolven
781,aangooi
782,aangooien
783,aangord
784,aangordde
785,aangordden
786,aangorden
787,aangordt
788,aangraven
789,aangreep
790,aangrenzen
791,aangrenzend
792,aangrepen
793,aangrijnsde
794,aangrijnst
795,aangrijnzen
796,aangrijp
797,aangrijpen
798,aangrijpend
799,aangrijping
800,aangrijpt
801,aangrimmen
802,aangrimt
803,aangroei
804,aangroeide
805,aangroeiden
806,aangroeien
807,aangroeiing
808,aangroeisel
809,aangroeit
810,aanhaak
811,aanhaakt
812,aanhaakte
813,aanhaakten
814,aanhaal
815,aanhaalde
816,aanhaalden
817,aanhaalt
818,aanhad
819,aanhadden
820,aanhaken
821,aanhalen
822,aanhalerig
823,aanhalerige
824,aanhalig
825,aanhalige
826,aanhaliger
827,aanhaling
828,aanhalingen
829,aanhang
830,aanhangen
831,aanhangend
832,aanhangende
833,aanhanger
834,aanhangers
835,aanhangig
836,aanhangige
837,aanhangsel
838,aanhangsels
839,aanhangster
840,aanhangt
841,aanhardt
842,aanhark
843,aanharken
844,aanharkt
845,aanharkte
846,aanharkten
847,aanheb
848,aanhebben
849,aanhebt
850,aanhecht
851,aanhechten
852,aanhechting
853,aanhechtsel
854,aanhechtte
855,aanhechtten
856,aanheeft
857,aanhef
858,aanheffen
859,aanheft
860,aanhief
861,aanhield
862,aanhielden
863,aanhieven
864,aanhikken
865,aanhikt
866,aanhikte
867,aanhikten
868,aanhing
869,aanhingen
870,aanhinken
871,aanhinkt
872,aanhitsen
873,aanhitser
874,aanhitsers
875,aanhitsing
876,aanhitst
877,aanhitste
878,aanhitsten
879,aanhobbel
880,aanhobbelde
881,aanhobbelen
882,aanhobbelt
883,aanhol
884,aanholde
885,aanholden
886,aanhollen
887,aanholt
888,aanhoor
889,aanhoorde
890,aanhoorden
891,aanhoorder
892,aanhoorders
893,aanhoort
894,aanhoren
895,aanhorig
896,aanhorige
897,aanhoud
898,aanhouden
899,aanhoudend
900,aanhoudende
901,aanhouder
902,aanhouders
903,aanhouding
904,aanhoudster
905,aanhoudt
906,aanhuppel
907,aanhuppelde
908,aanhuppelen
909,aanhuppelt
910,aanhuwing
911,aanjaag
912,aanjaagde
913,aanjaagden
914,aanjaagt
915,aanjaagteam
916,aanjagen
917,aanjagende
918,aanjager
919,aanjagers
920,aanjoeg
921,aanjoegen
922,aankaart
923,aankaarten
924,aankaartte
925,aankaartten
926,aankakken
927,aankalken
928,aankan
929,aankant
930,aankantte
931,aankappen
932,aankeek
933,aankeken
934,aankijk
935,aankijken
936,aankijkend
937,aankijkt
938,aanklaag
939,aanklaagde
940,aanklaagden
941,aanklaagt
942,aanklacht
943,aanklachten
944,aanklagen
945,aanklagende
946,aanklager
947,aanklagers
948,aanklamp
949,aanklampen
950,aanklamping
951,aanklampt
952,aanklampte
953,aanklampten
954,aankleden
955,aankleding
956,aankleed
957,aankleedde
958,aankleedden
959,aankleedt
960,aankleef
961,aankleefde
962,aankleefden
963,aankleeft
964,aanklem
965,aanklemde
966,aanklemmen
967,aanklemt
968,aankleven
969,aanklevend
970,aanklevende
971,aankleving
972,aanklik
973,aanklikbaar
974,aanklikbare
975,aanklikken
976,aanklikt
977,aanklinken
978,aanklinkt
979,aanklonk
980,aanklooi
981,aanklooide
982,aanklooien
983,aanklooit
984,aanklop
985,aankloppen
986,aanklopt
987,aanklopte
988,aanklopten
989,aanklotsen
990,aanklotst
991,aanklotste
992,aanklotsten
993,aanknip
994,aanknippen
995,aanknipt
996,aanknipte
997,aanknipten
998,aanknoeien
999,aanknoeit
1000,aanknoop
1001,aanknoopt
1002,aanknoopte
1003,aanknoopten
1004,aanknopen
1005,aanknoping
1006,aankocht
1007,aankochten
1008,aankoek
1009,aankoeken
1010,aankoekt
1011,aankoekte
1012,aankoersen
1013,aankom
1014,aankomeling
1015,aankomen
1016,aankomend
1017,aankomende
1018,aankomst
1019,aankomstdag
1020,aankomsten
1021,aankomsthal
1022,aankomt
1023,aankon
1024,aankonden
1025,aankondig
1026,aankondigde
1027,aankondigen
1028,aankondiger
1029,aankondigt
1030,aankoop
1031,aankoopakte
1032,aankoopbon
1033,aankoopdata
1034,aankoopnota
1035,aankoopsom
1036,aankoopt
1037,aankopen
1038,aankoper
1039,aankopers
1040,aankoppel
1041,aankoppelde
1042,aankoppelen
1043,aankoppelt
1044,aankorsting
1045,aankreeg
1046,aankregen
1047,aankrijg
1048,aankrijgen
1049,aankrijgt
1050,aankrui
1051,aankruien
1052,aankruis
1053,aankruisen
1054,aankruist
1055,aankruiste
1056,aankruisten
1057,aankunnen
1058,aankunt
1059,aankwam
1060,aankwamen
1061,aankweek
1062,aankweekt
1063,aankweekte
1064,aankweekten
1065,aankweken
1066,aankweking
1067,aanlaat
1068,aanlachen
1069,aanlacht
1070,aanlachte
1071,aanlachten
1072,aanladen
1073,aanlag
1074,aanlagen
1075,aanland
1076,aanlandde
1077,aanlandden
1078,aanlanden
1079,aanlandig
1080,aanlandige
1081,aanlanding
1082,aanlandt
1083,aanlappen
1084,aanlas
1085,aanlassen
1086,aanlast
1087,aanleer
1088,aanleerde
1089,aanleerden
1090,aanleert
1091,aanleg
1092,aanlegde
1093,aanlegden
1094,aanlegfase
1095,aanleggen
1096,aanlegger
1097,aanleggers
1098,aanlegging
1099,aanleghaven
1100,aanlegster
1101,aanlegsters
1102,aanlegt
1103,aanleidend
1104,aanleidende
1105,aanleiding
1106,aanleng
1107,aanlengde
1108,aanlengden
1109,aanlengen
1110,aanlengt
1111,aanleren
1112,aanleun
1113,aanleunde
1114,aanleunden
1115,aanleunen
1116,aanleunend
1117,aanleuning
1118,aanleunt
1119,aanleverde
1120,aanleverden
1121,aanleveren
1122,aanlevering
1123,aanlevert
1124,aanlicht
1125,aanlichten
1126,aanlichtte
1127,aanliep
1128,aanliepen
1129,aanliet
1130,aanlig
1131,aanliggen
1132,aanliggend
1133,aanliggende
1134,aanligt
1135,aanlijken
1136,aanlijm
1137,aanlijmde
1138,aanlijmen
1139,aanlijn
1140,aanlijnde
1141,aanlijnen
1142,aanlijnt
1143,aanloeien
1144,aanloeit
1145,aanloeren
1146,aanloert
1147,aanloeven
1148,aanloggen
1149,aanlok
1150,aanlokken
1151,aanlokking
1152,aanlokselen
1153,aanlokt
1154,aanlokte
1155,aanlokten
1156,aanloop
1157,aanloopfase
1158,aanloophuis
1159,aanloopje
1160,aanloopjes
1161,aanloopt
1162,aanlooptijd
1163,aanlopen
1164,aanlopende
1165,aanmaak
1166,aanmaakhout
1167,aanmaakt
1168,aanmaakte
1169,aanmaakten
1170,aanmaan
1171,aanmaande
1172,aanmaanden
1173,aanmaant
1174,aanmaken
1175,aanmanen
1176,aanmanende
1177,aanmaning
1178,aanmaningen
1179,aanmat
1180,aanmatig
1181,aanmatigde
1182,aanmatigden
1183,aanmatigen
1184,aanmatigend
1185,aanmatiging
1186,aanmatigt
1187,aanmeer
1188,aanmeerde
1189,aanmeerden
1190,aanmeert
1191,aanmeet
1192,aanmeld
1193,aanmeldde
1194,aanmeldden
1195,aanmelden
1196,aanmeldende
1197,aanmelder
1198,aanmelders
1199,aanmelding
1200,aanmeldpunt
1201,aanmeldt
1202,aanmeng
1203,aanmengen
1204,aanmenging
1205,aanmengt
1206,aanmeren
1207,aanmerk
1208,aanmerken
1209,aanmerking
1210,aanmerkt
1211,aanmerkte
1212,aanmerkten
1213,aanmeten
1214,aanminnig
1215,aanminnige
1216,aanminniger
1217,aanminnigst
1218,aanmodderen
1219,aanmoedig
1220,aanmoedigde
1221,aanmoedigen
1222,aanmoedigt
1223,aanmoest
1224,aanmoesten
1225,aanmoet
1226,aanmoeten
1227,aanmonding
1228,aanmonster
1229,aanmonstert
1230,aanmunten
1231,aanmunting
1232,aannaai
1233,aannaaide
1234,aannaaiden
1235,aannaaien
1236,aannaait
1237,aannam
1238,aanname
1239,aannamen
1240,aannames
1241,aanneem
1242,aanneembaar
1243,aanneembare
1244,aanneemsom
1245,aanneemster
1246,aanneemt
1247,aannemelijk
1248,aannemen
1249,aannemend
1250,aannemende
1251,aannemer
1252,aannemerij
1253,aannemers
1254,aanneming
1255,aannemingen
1256,aanpak
1257,aanpakken
1258,aanpakt
1259,aanpakte
1260,aanpakten
1261,aanpalend
1262,aanpalende
1263,aanpap
1264,aanpappen
1265,aanpapt
1266,aanpapte
1267,aanpapten
1268,aanpas
1269,aanpasbaar
1270,aanpasbare
1271,aanpassen
1272,aanpassend
1273,aanpassende
1274,aanpassing
1275,aanpast
1276,aanpaste
1277,aanpasten
1278,aanpersen
1279,aanperste
1280,aanpezen
1281,aanpik
1282,aanpikken
1283,aanpikt
1284,aanpikte
1285,aanpikten
1286,aanplak
1287,aanplakbord
1288,aanplakken
1289,aanplakker
1290,aanplakkers
1291,aanplakking
1292,aanplakt
1293,aanplakte
1294,aanplakten
1295,aanplakzuil
1296,aanplant
1297,aanplanten
1298,aanplanting
1299,aanplantte
1300,aanplantten
1301,aanplempen
1302,aanplemping
1303,aanploegen
1304,aanpoot
1305,aanpor
1306,aanporde
1307,aanporden
1308,aanporren
1309,aanport
1310,aanpoten
1311,aanpraat
1312,aanpraatte
1313,aanpraatten
1314,aanpraten
1315,aanpreek
1316,aanpreekt
1317,aanprees
1318,aanpreken
1319,aanprezen
1320,aanprijs
1321,aanprijst
1322,aanprijzen
1323,aanprijzend
1324,aanprijzer
1325,aanprijzers
1326,aanprijzing
1327,aanprik
1328,aanprikkelt
1329,aanprikken
1330,aanprikt
1331,aanprikte
1332,aanpunt
1333,aanpunten
1334,aanpunter
1335,aanpunting
1336,aanraad
1337,aanraadde
1338,aanraadden
1339,aanraadt
1340,aanraak
1341,aanraakbaar
1342,aanraakt
1343,aanraakte
1344,aanraakten
1345,aanraast
1346,aanraden
1347,aanrader
1348,aanraders
1349,aanraken
1350,aanraking
1351,aanrakingen
1352,aanrand
1353,aanrandde
1354,aanrandden
1355,aanranden
1356,aanrander
1357,aanranders
1358,aanranding
1359,aanrandster
1360,aanrandt
1361,aanrazen
1362,aanrazeren
1363,aanrecht
1364,aanrechten
1365,aanreden
1366,aanreed
1367,aanreeg
1368,aanreik
1369,aanreiken
1370,aanreiker
1371,aanreikt
1372,aanreikte
1373,aanreikten
1374,aanreken
1375,aanrekende
1376,aanrekenden
1377,aanrekenen
1378,aanrekening
1379,aanrekent
1380,aanren
1381,aanrende
1382,aanrenden
1383,aanrennen
1384,aanrent
1385,aanricht
1386,aanrichten
1387,aanrichtte
1388,aanrichtten
1389,aanried
1390,aanrieden
1391,aanriep
1392,aanriepen
1393,aanrijd
1394,aanrijden
1395,aanrijdend
1396,aanrijdende
1397,aanrijding
1398,aanrijdt
1399,aanrijdtijd
1400,aanrijg
1401,aanrijgen
1402,aanrijgt
1403,aanrijpen
1404,aanrijroute
1405,aanrijtijd
1406,aanroeien
1407,aanroep
1408,aanroepen
1409,aanroepend
1410,aanroeper
1411,aanroeping
1412,aanroept
1413,aanroer
1414,aanroerde
1415,aanroerden
1416,aanroeren
1417,aanroert
1418,aanroken
1419,aanrolde
1420,aanrolden
1421,aanrollen
1422,aanrollende
1423,aanrolt
1424,aanrommelen
1425,aanrommelt
1426,aanruisen
1427,aanruiste
1428,aanruk
1429,aanrukken
1430,aanrukt
1431,aanrukte
1432,aanrukten
1433,aanschaf
1434,aanschafbon
1435,aanschaffen
1436,aanschaft
1437,aanschafte
1438,aanschaften
1439,aanschakel
1440,aanschakelt
1441,aanschelde
1442,aanschelden
1443,aanschellen
1444,aanscherp
1445,aanscherpen
1446,aanscherpt
1447,aanscherpte
1448,aanschiet
1449,aanschieten
1450,aanschijn
1451,aanschijns
1452,aanschikken
1453,aanschoof
1454,aanschoot
1455,aanschop
1456,aanschoppen
1457,aanschopt
1458,aanschopte
1459,aanschopten
1460,aanschouw
1461,aanschouwd
1462,aanschouwde
1463,aanschouwen
1464,aanschouwt
1465,aanschoven
1466,aanschreef
1467,aanschreven
1468,aanschrijf
1469,aanschrijft
1470,aanschroef
1471,aanschroeft
1472,aanschuif
1473,aanschuift
1474,aanschuinen
1475,aanschuiven
1476,aanschurken
1477,aanschurkt
1478,aansjok
1479,aansjokken
1480,aansjokt
1481,aansjokte
1482,aansjokten
1483,aansjor
1484,aansjorde
1485,aansjorren
1486,aansjort
1487,aansjouwde
1488,aansjouwden
1489,aansjouwen
1490,aansjouwt
1491,aansla
1492,aanslaan
1493,aanslaander
1494,aanslaat
1495,aanslag
1496,aanslagen
1497,aanslagjaar
1498,aanslagvoet
1499,aansleep
1500,aansleept
1501,aansleepte
1502,aansleepten
1503,aanslentert
1504,aanslepen
1505,aanslepend
1506,aanslepende
1507,aansleuren
1508,aansleurt
1509,aanslib
1510,aanslibben
1511,aanslibbing
1512,aanslibde
1513,aanslibsel
1514,aanslibsels
1515,aanslibt
1516,aanslijking
1517,aanslijpen
1518,aansloeg
1519,aansloegen
1520,aansloffen
1521,aansloft
1522,aanslofte
1523,aansloop
1524,aansloot
1525,aansloten
1526,aansluipen
1527,aansluipt
1528,aansluit
1529,aansluiten
1530,aansluitend
1531,aansluiting
1532,aansluitnet
1533,aansmeden
1534,aansmeer
1535,aansmeerde
1536,aansmeerden
1537,aansmeert
1538,aansmeet
1539,aansmeren
1540,aansmijt
1541,aansmijten
1542,aansnede
1543,aansneden
1544,aansnee
1545,aansneed
1546,aansnelde
1547,aansnelden
1548,aansnellen
1549,aansnelt
1550,aansnijd
1551,aansnijden
1552,aansnijding
1553,aansnijdt
1554,aansnoer
1555,aansnoerde
1556,aansnoeren
1557,aansnoert
1558,aansnorren
1559,aanspan
1560,aanspande
1561,aanspanden
1562,aanspannen
1563,aanspanner
1564,aanspanners
1565,aanspanning
1566,aanspant
1567,aanspeel
1568,aanspeelde
1569,aanspeelden
1570,aanspeelt
1571,aanspelen
1572,aanspoel
1573,aanspoelde
1574,aanspoelden
1575,aanspoelen
1576,aanspoeling
1577,aanspoelsel
1578,aanspoelt
1579,aanspon
1580,aansponnen
1581,aanspoor
1582,aanspoorde
1583,aanspoorden
1584,aanspoorder
1585,aanspoort
1586,aansporen
1587,aansporing
1588,aanspraak
1589,aansprak
1590,aanspraken
1591,aanspreek
1592,aanspreekt
1593,aanspreken
1594,aansprekend
1595,aanspreker
1596,aansprekers
1597,aanspreking
1598,aanspring
1599,aanspringen
1600,aanspringt
1601,aansprong
1602,aansprongen
1603,aansta
1604,aanstaan
1605,aanstaand
1606,aanstaande
1607,aanstaanden
1608,aanstaar
1609,aanstaarde
1610,aanstaarden
1611,aanstaart
1612,aanstaat
1613,aanstak
1614,aanstaken
1615,aanstalten
1616,aanstamp
1617,aanstampen
1618,aanstamper
1619,aanstampers
1620,aanstamping
1621,aanstampt
1622,aanstampte
1623,aanstampten
1624,aanstappen
1625,aanstapte
1626,aanstapten
1627,aanstaren
1628,aansteek
1629,aansteekt
1630,aansteken
1631,aanstekend
1632,aansteker
1633,aanstekers
1634,aansteking
1635,aanstel
1636,aanstelde
1637,aanstelden
1638,aanstellen
1639,aansteller
1640,aanstellers
1641,aanstelling
1642,aanstelster
1643,aanstelt
1644,aansterk
1645,aansterken
1646,aansterkt
1647,aansterkte
1648,aansterkten
1649,aansterven
